iter	Logloss
114	0.507277115	0115	0.50682116	0116	0.506538117	0117	0.506067118	118	0.5056968119	119	0.5053393120	0.5106860831
121	121	0.5046183122	122	0.5042233123	123	0.5040024124124	0.50371990125125	0.50330567126126	0.50305593127127	0.5027803128	128	0.5022267129	129	0.5019623130	130	0.5015536131	131	0.5011012132	0.5069965213
133	133	0.500335134	0134	0.499926135	0135	0.499639136	0.5060278214
137137	0.49917100138138	0.4990378139	139	0.4988231140	140	0.4984588141	141	0.4980945142	0.5043046221
143	143	0.4975778144	0.5034221444
145	145	0.4969390146	0.5026847917
147	0.5024662823
148	0.5022023741
149	0.5018577076
150	0.5015779409
151	0.501343573
152	0.5009436017
153	0.5004698907
154	0.5001922119
155	0.4999175093
156	0.499631257
157	0.4992347062
158	0.4989490315
159	0.4985815323
160	0.498367776
161	0.4981545527
162	0.4978152612
163	0.497552819
164	0.4973124986
165	0.4970552536
166	0.4967461687
167	0.4965324568
168	0.4963086613
169	0.4960033966
170	0.4956863603
171	0.495444574
172	0.4951772898
173	0.4949161357
174	0.4946551149
175	0.4944878235
176	0.4942730455
177	0.4941214349
178	0.4938837354
179	0.493504509
180	0.4931450501
181	0.4929408444
182	0.492562151
183	0.4922408058
184	0.4920059049
185	0.4918411455
186	0.4915238426
187	0.4912651762
188	0.4910741192
189	0.4906506046
190	0.4904944629
191	0.4902257572
192	0.4897858954
193	0.4896546743
194	0.4894925358
195	0.4892953043
196	0.4891374302
197	0.4888093329
198	0.4884561375
199	0.4883292697
200	0.488156159
201	0.4879158831
202	0.4877134542
203	0.4873599479
204	0.4872072711
205	0.487046865
206	0.4867816686
207	0.4864043523
208	0.4862495433
209	0.4860232157
210	0.4856340833
211	0.4854130863
212	0.4851339859
213	0.4848803835
214	0.4846962119
215	0.4845485993
216	0.4843402624
217	0.4839584595
218	0.4837490121
219	0.4834808838
220	0.4831662907
221	0.4829358319
222	0.4826777429
223	0.4824276498
224	0.4820776971
225	0.4818385317
226	0.4816047413
227	0.4814320305
228	0.481206458
229	0.4809918577
230	0.480667403
231	0.4803754648
232	0.4801190639
233	0.4798148654
234	0.4795286131
235	0.4793932164
236	0.479351549
237	0.4790955034
238	0.478890587
239	0.4787655404
240	0.4785674205
241	0.4784300692
242	0.4782185339
243	0.4779605338
244	0.4776034737
245	0.4773863413
246	0.4771795148
247	0.4770815209
248	0.476816591
249	0.4766134959
250250	0.47261564251251	0.4725012189
252	0.4723901207
253	0.4723475205
254	0.47204776255255	0.47189406256256	0.47148325257257	0.47144412258258	0.47136003259	0.4743379596
260260	0.47097525261261	0.47086273262	0.473769764
263	0.4736353889
264	264	0.4704297265265	0.4701712266	266	0.4700814267	267	0.4697881268	268	0.4695150273
269	0.4693048247
270	0.4691050611
271	0.4689524732
272	0.4688261385
273	0.4684991517
274	0.4682297353
275	0.4680424986
276	0.4679095894
277	0.4677249292
278	0.4674679508
279	0.4673286449
280	0.4670991634
281	0.4668777222
282	0.4666824896
283	0.4666337592
284	0.4663727828
285	0.4661917652
286	0.4659832062
287	0.4658181803
288	0.4654579218
289	0.4653262565
290	0.4651863731
291	0.4650903782
292	0.4648135878
293	0.4645249812
294	0.4643825215
295	0.464197728
296	0.4640897393
297	0.4638543941
298	0.4636696895
299	0.4634883609
300	0.4633948092
301	0.4631539557
302	0.4630520083
303	0.4626802447
304	0.462461913
305	0.4623067487
306	0.4622421598
307	0.4621206225
308	0.461944891
309	0.4617939467
310	0.4616952421
311	0.4615820117
312	0.461484773
313	0.4613123287
314	0.4610537955
315	0.4609104029
316	0.4607734514
317	0.4604509956
318	0.4603281257
319	0.4600922475
320	0.45969774
321	0.4595223195
322	0.4594028256
323	0.4593118948
324	0.4590808141
325	0.4589304473
326	0.4587476528
327	0.4585001805
328	0.4583006835
329	0.4582101525
330	0.4581018528
331	0.4578953372
332	0.4576684322
333	0.4575791893
334	0.4574955436
335	0.4572662398
336	0.4571380393
337	0.4569836301
338	0.456781068
339	0.4566668603
340	0.4565942312
341	0.4564298716
342	0.4562978064
343	0.4561410429
344	0.455904987
345	0.4557784745
346	0.4555339341
347	0.4553761045
348	0.45525505593349	0.45501073763350	0.45479436043351	0.45459810623352	0.4544622652
353	0.4543143415
354	0.4542182134
355	0.4541900946
356	0.4539975717
357	0.4537237131
358	0.4534634031
359	0.4532726571
360	0.4531098078
361	0.4529199503
362	0.45275488
363	0.4525093179
364	0.4524234067
365	0.4523008033
366	0.452114766
367	0.4520062887
368	0.4517638361
369	0.4517217245
370	0.4516231087
371	0.4515147202
372	0.4514215239
373	0.4513102924
374	0.4511167479
375	0.4510098253
376	0.4507897612
377	0.4505873768
378	0.4504384759
379	0.4502673642
380	0.4500487659
381	0.4499256739
382	0.4497322182
383	0.4496333804
384	0.4495587522
385	0.4493145228
386	0.4490594545
387	0.4489691011
388	0.4487490814
389	0.4486044449
390	0.4485096938
391	0.4482062505
392	0.4479053392
393	0.4477374703
394	0.4474673875
395	0.4471941508
396	0.4470548005
397	0.4467533561
398	0.4466053437
399	0.4464866494
400	0.4461939116
401	0.4459755355
402	0.4458252575
403	0.445736992
404	0.445614744
405	0.4454697521
406	0.4451649317
407	0.4449154605
408	0.444807072
409	0.444552137
410	0.4443576152
411	0.4441686461
412	0.4441156956
413	0.4439307689
414	0.4436931582
415	0.4434228533
416	0.4432071425
417	0.443166408
418	0.4430699689
419	0.4429118727
420	0.4427735441
421	0.442539887
422	0.4423469199
423	0.4421217029
424	0.4419871501
425	0.4418937317
426	0.441709027
427	0.4415178368
428	0.4414305486
429	0.4412716528
430	0.4410708676
431	0.4407642259
432	0.4405551338
433	0.4403984148
434	0.4402062029
435	0.4400713392
436	0.439827243
437	0.4397122801
438	0.4395777273
439	0.4394444628
440	0.4393403832
441	0.4391367106
442	0.4390024243
443	0.4388767559
444	0.4387302982
445	0.438602764
446	0.4384887784
447	0.4383510273
448	0.4382117215
449	0.4381336284
450	0.4380445633
451	0.4378896655
452	0.4377670621
453	0.4375960393
454	0.4375050641
455	0.4374340341
456	0.4373184049
457	0.4371041599
458	0.4369905297
459	0.4368840513
460	0.4366946824
461	0.4364958073
462	0.4363579229
463	0.4361136046
464	0.4359703897
465	0.4357985229
466	0.4355667314
467	0.4353528418
468	0.4350828923
469	0.4349757921
470	0.4348126318
471	0.4346714603
472	0.434488799
473	0.4342117421
474	0.4339782626
475	0.4338638328
476	0.4337148875
477	0.4334440495
478	0.4332662746
479	0.4331385184
480	0.4330440782
481	0.4330306185
482	0.4327658219
483	0.4326159437
484	0.4325186606
485	0.4323826419
486	0.4321175343
487	0.4319194144
488	0.431814091
489	0.4316623915
490	0.4314895919
491	0.4314113212
492	0.4312939595
493	0.4311302218
494	0.4310337383
495	0.4307625006
496	0.4307015543
497	0.4305244013
498	0.4303245933
499	0.4300917358
500	0.4299589154
501	0.4298125021
502	0.4296262872
503	0.4296228667
504	0.4295234958
505	0.4292739802
506	0.4291549749
507	0.4290189563
508	0.4288477558
509	0.4287393673
510	0.4285827814
511	0.4284147793
512	0.428220835
513	0.4280772646
514	0.4279481313
515	0.4276637892
516	0.4273823345
517	0.4272266815
518	0.4270539707
519	0.4268351504
520	0.4267109922
521	0.4266167298
522	0.4265397917
523	0.4264021739
524	0.4263142637
525	0.4261468835
526	0.4260792739
527	0.4260575518
528	0.4259890094
529	0.4258494814
530	0.4257011136
531	0.4255279585
532	0.4253245969
533	0.4251641908
534	0.4249604737
535	0.4248019334
536	0.4245697865
537	0.4244419414
538	0.4242613236
539	0.4240736427
540	0.4238693482
541	0.4237875682
542	0.4236148129
543	0.4234544512
544	0545	0.426671545	0546	0.426553207
547	0.4263653929
548	0.4261523473
549	0.4259969609
550	0.4258330455
551	0.4256517613
552	0.425490911
553	0.4253311712
554	0.4252240266
555	0.4250514046
556	0.4248948632
557	0.4247590222
558	0.4247572897
559	0.4246353971
560	0.4244187978
561	0.4242272967
562	0.4239375352
563	0.4237825485
564	0.4235795422
565	0.4234180256
566	0.4233108809
567	0.4230302258
568	0.4228271751
569	0.4225626006
570	0.4224231614
571	0.4223412038
572	0.4221598752
573	0.4220130621
574	0.421831689
575	0.4216546693
576	0.4215688469
577	0.4214823138
578	0.4213061381
579	0.4211983271
580	0.4210473828
581	0.4208161244
582	0.4205131253
583	0.4204363649
584	0.4202500611
585	0.4199219638
586	0.4197290412
587	0.4196414864
588	0.4194702415
589	0.4193124563
590	0.4190923477
591	0.4189618373
592	0.4188470521
593	0.4186975293
594	0.4185050065
595	0.4183141717
596	0.4181363079
597	0.4180526622
598	0.4177545495
599	0.4176091134
600	0.4173066918
601	0.4171161235
602	0.4169912546
603	0.4168675407
604	0.4166727968
605	0.4165680953
606	0.4163773938
607	0.4161803844
608	0.4160514732
609	0.4158563295
610	0.4155810049
611	0.4153974997
612	0.4152245667
613	0.4151201318
614	0.4149358269
615	0.4147449477
616	0.414477619
617	0.4143302284
618	0.4140642769
619	0.4140026642
620	0.4138647354
621	0.4137595453
622	0.413580038
623	0.413457479
624	0.4132765058
625	0.4131474169
626	0.4129087845
627	0.4127212369
628	0.412568649
629	0.4123560921
630	0.4121230124
631	0.4119608739
632	0.4118160153
633	0.4117337467
634	0.4115743623
635	0.4113872589
636	0.4111786999
637	0.4110176719
638	0.4109266967
639	0.4106561697
640	0.4103494836
641	0.4101336395
642	0.4098771052
643	0.4098438779
644	0.4098373036
645	0.4096854708
646	0.4096254574
647	0.4094259604
648	0.4090936875
649	0.4088212503
650	0.4086961149
651	0.4084936417
652	0.4082490568
653	0.4080328573
654	0.407822255
655	0.4075529718
656	0.4074267258
657	0.4072400222
658	0.4068984652
659	0.4068706129
660	0.406766711
661	0.4066964362
662	0.4064861892
663	0.4062800289
664	0.4060062147
665	0.40592941
666	0.4056556846
667	0.4054662713
668	0.4052134685
669	0.4050994384
670	0.4049242844
671	0.404677745
672	0.4045061447
673	0.4042751529
674	0.4041114596
675	0.4038783799
676	0.4037515565
677	0.4035562796
678	0.4033304406
679	0.4031834054
680	0.4029197637
681	0.4026075249
682	0.4024831447
683	0.4022623254
684	0.4020438604
685	0.4018620431
686	0.4017946113
687	0.4016675213
688	0.4015603767
689	0.4014730884
690	0.4013690532
691	0.4011885686
692	0.4010421553
693	0.4009365209
694	0.4008308422
695	0.4005459226
696	0.4004158564
697	0.400246877
698	0.4000871372
699	0.3999084739
700	0.3996617568
701	0.3994732764
702	0.3993250862
703	0.3990741491
704	0.3989634951
705	0.398895086
706	0.3987066055
707	0.3984805889
708	0.3982562158
709	0.3980357519
710	0.3977483891
711	0.3974822598
712	0.3971773506
713	0.3970510602
714	0.3968604475
715	0.3966834722
716	0.3965212004
717	0.3962641331
718	0.3961369099
719	0.3959716175
720	0.3957661236
721	0.3955237154
722	0.3953338579
723	0.3951352937
724	0.3950163329
725	0.394848775
726	0.3946986747
727	0.3945956168
728	0.3944030495
729	0.3943321528
730	0.3942859544
731	0.394141318
732	0.3939914398
733	0.39379523
734	0.3936420202
735	0.3934913424
736	0.3933870851
737	0.3931948733
738	0.3930403752
739	0.3928562037
740	0.3926713658
741	0.3924508129
742	0.3922001868
743	0.3919843871
744	0.3917715192
745	0.3916336348
746	0.3914406678
747	0.3913042937
748	0.3911787586
749	0.391001339
750	0.3907583978
751	0.390539
752	0.3903510525
753	0.3902092147
754	0.3899830203
755	0.389844514
756	0.3896326234
757	0.3893075468
758	0.3890659826
759	0.3888448524
760	0.3886381591
761	0.3885498047
762	0.388331162
763	0.3881656475
764	0.387942918
765	0.3877585687
766	0.3875782174
767	0.3874222535
768	0.3871723825
769	0.3870034919
770	0.3867545093
771	0.3866012107
772	0.3864292994
773	0.3862716919
774	0.3860493178
775	0.3858046441
776	0.3855091523
777	0.3852483091
778	0.3849699195
779	0.384836344
780	0.3846181456
781	0.3844292653
782	0.3841765958
783	0.3840545699
784	0.3838241555
785	0.383665704
786	0.3834272049
787	0.3832756387
788	0.383098308
789	0.3829133368
790	0.3827156611
791	0.3824493986
792	0.3823093375
793	0.3821098405
794	0.3819117206
795	0.3817558899
796	0.381635863
797	0.3815025096
798	0.3812752492
799	0.3811650838
800	0.3809554587
801	0.3806776022
802	0.3803488386
803	0.3801277527
804	0.3798719737
805	0.3797532794
806	0.3796197483
807	0.3793520643
808	0.3792793463
809	0.3791217388
810	0.3789998461
811	0.3788594297
812	0.3787237664
813	0.3785875257
814	0.3783569336
815	0.3782184273
816	0.3781645885
817	0.3781283849
818	0.3780190192
819	0.3778635883
820	0.3777456492
821	0.3775871532
822	0.3773519857
823	0.3771980652
824	0.3769715155
825	0.3768044906
826	0.3767239544
827	0.3766161878
828	0.3764205999
829	0.3762102196
830	0.3760471927
831	0.3759028672
832	0.3757758661
833	0.3755215974
834	0.3753666996
835	0.375192434
836	0.3750991488
837	0.3749346115
838	0.3747471972
839	0.3744888861
840	0.3742969852
841	0.3740996648
842	0.3739199354
843	0.3737567307
844	0.3736542947
845	0.3734364072
846	0.373216965
847	0.3730947614
848	0.3729569214
849	0.3728015794
850	0.3725878009
851	0.3724724382
852	0.3722854681
853	0.3721463177
854	0.3719968837
855	0.3717242689
856	0.371534789
857	0.3712479815
858	0.3711496989
859	0.3709709689
860	0.3707573681
861	0.3706218159
862	0.3704057496
863	0.3702053642
864	0.3699192897
865	0.3697703443
866	0.3697182823
867	0.3695753783
868	0.3694473555
869	0.3692363089
870	0.3690830547
871	0.3689090779
872	0.3688281419
873	0.3686468577
874	0.3684493152
875	0.3682926406
876	0.368217124
877	0.3680814385
878	0.3679054849
879	0.3677024564
880	0.3675954449
881	0.3674411468
882	0.3672466472
883	0.3671133605
884	0.3670162107
885	0.3668015881
886	0.3666669243
887	0.3665539604
888	0.366432512
889	0.3663513983
890	0.3660729643
891	0.3658662044
892	0.3657480209
893	0.3655294005
894	0.365348405
895	0.3652586514
896	0.3650697489
897	0.3649009916
898	0.3647028938
899	0.3645157682
900	0.3643706653
901	0.3642035516
902	0.3640777055
903	0.3639981688
904	0.3637195126
905	0.3636564785
906	0.3635470239
907	0.3634084732
908	0.3633096353
909	0.3630709364
910	0.3629200365
911	0.362749369
912	0.36254523
913	0.3623818032
914	0.3623451333
915	0.3622515594
916	0.3620845789
917	0.3619534022
918	0.3616975787
919	0.3615204479
920	0.3613604639
921	0.3612548961
922	0.361151816
923	0.36096549
924	0.3607346758
925	0.360655761
926	0.3605324025
927	0.3604506003
928	0.360374906
929	0.3601670578
930	0.3600371915
931	0.3598426697
932	0.3596322005
933	0.3594726385
934	0.3593178961
935	0.3591042953
936	0.3589579709
937	0.358805916
938	0.3586878436
939	0.3585116235
940	0.3583616343
941	0.3582496699
942	0.3580818232
943	0.3580058846
944	0.3578068762
945	0.3577123473
946	0.357609045
947	0.3574947041
948	0.3573832727
949	0.3572150484
950	0.357062083
951	0.3568664506
952	0.3566700409
953	0.3565606085
954	0.3564151059
955	0.3563007649
956	0.3560968924
957	0.3559820406
958	0.3558283199
959	0.3557052945
960	0.3555072412
961	0.3553768419
962	0.3551567333
963	0.3550108531
964	0.3548411629
965	0.3546990141
966	0.3545549329
967	0.3544462557
968	0.354268503
969	0.3541516522
970	0.3540378887
971	0.35378784
972	0.3536521323
973	0.3534733801
974	0.3531968118
975	0.3531132994
976	0.3530247895
977	0.3528931908
978	0.3527376044
979	0.3524770501
980	0.3523626203
981	0.3522541873
982	0.3520777007
983	0.3519361071
984	0.3518464867
985	0.351706981
986	0.3515404669
987	0.3513794612
988	0.3511234822
989	0.3508927791
990	0.3507544505
991	0.3506115465
992	0.3503999002
993	0.3503046605
994	0.3501158024
995	0.3499452016
996	0.3497122774
997	0.3495224865
998	0.3493669224
999	0.3492229745
	0.3495020526
7979887
